question,sql
Name the number for margin of victory being 3 strokes,SELECT COUNT No. FROM table WHERE Margin of victory = 3 strokes
Name the winning score for 8 feb 2009,SELECT COUNT Winning score FROM table WHERE Date = 8 Feb 2009
Who published the title in the pet-raising simulator genre?,SELECT Publisher FROM table WHERE Genre = Pet-raising simulator
What's the sales breakdown for Nintendo's Mario Kart DS?,SELECT Sales breakdown FROM table WHERE Publisher = Nintendo AND Title = Mario Kart DS
"How many copies were sold of the game released on october 23, 2008?","SELECT Total copies sold FROM table WHERE Release date = October 23, 2008"
"What's the sales breakdown of the Nintendo game released on May 15, 2006?","SELECT Sales breakdown FROM table WHERE Publisher = Nintendo AND Release date = May 15, 2006"
Name the most races,SELECT MAX Races FROM table
Name the most races,SELECT MAX Races FROM table
Name the most rr 1 pts,SELECT MAX RR1 Pts. FROM table
Name the number of total pts for gbr challenge,SELECT COUNT Total Pts. FROM table WHERE Team name = GBR Challenge
"What is the total number of second place finishes when the city & nation was Chicago, USA?","SELECT COUNT Second Place FROM table WHERE City & Nation = Chicago, USA"
"What is the total number of third place finishes when the city & nation was Vancouver, Canada?","SELECT MIN Third Place FROM table WHERE City & Nation = Vancouver, Canada"
What is the largest third place finish when first place winning year(s) (if applicable) was n/a?,SELECT MAX Third Place FROM table WHERE First Place Winning Year(s) (if applicable) = N/A
What is the smallest third place finish?,SELECT MIN Third Place FROM table
"What change caused a change of staff in March 9, 1865?","SELECT Reason for change FROM table WHERE Date of successors formal installation = March 9, 1865"
Who was the successor for the new seat?,SELECT Successor FROM table WHERE Vacator = New seat
"What was the reason for change in staff in formal installations on March 15, 1865?","SELECT Reason for change FROM table WHERE Date of successors formal installation = March 15, 1865"
Who was the successor for the new seat?,SELECT Successor FROM table WHERE Vacator = New seat
When nathaniel g. taylor (u) is the successor what is the vacator?,SELECT Vacator FROM table WHERE Successor = Nathaniel G. Taylor (U)
When william b. campbell (u) is the successor what is the district?,SELECT District FROM table WHERE Successor = William B. Campbell (U)
When james brooks (d) is the vacator what is the date the successor was seated?,SELECT Date successor seated FROM table WHERE Vacator = James Brooks (D)
When john w. leftwich (uu) is the successor what is the date the successor was seated?,SELECT Date successor seated FROM table WHERE Successor = John W. Leftwich (UU)
When new york 8th is teh district who is the successor?,SELECT Successor FROM table WHERE District = New York 8th
When 20 is the rr4 points what is the lowest rr3 points?,SELECT MIN RR3 Pts. FROM table WHERE RR4 Pts. = 20
When 70 is the total points what is the rr4 points?,SELECT RR4 Pts. FROM table WHERE Total Pts. = 70
When 3 is the rr1 points what is won score?,SELECT Won FROM table WHERE RR1 Pts. = 3
When spanish challenge is the team name what are the rr1 points?,SELECT RR1 Pts. FROM table WHERE Team name = Spanish Challenge
Name the innings for 5088 runs scored,SELECT COUNT Innings FROM table WHERE Runs scored = 5088
Name the matches for mark taylor category:articles with hcards,SELECT MAX Matches FROM table WHERE Name = Mark Taylor Category:Articles with hCards
Name the most runs scored,SELECT MAX Runs scored FROM table
Name the least matches for not out being 44,SELECT MIN Matches FROM table WHERE Not Out = 44
What nation was Pageos 1 from?,SELECT Nation FROM table WHERE Satellite = PAGEOS 1
What was the launch date for the sattelite with ado that was 4 kg and 3 meters in diameter?,SELECT Launch date (UTC) FROM table WHERE Usage = ado AND Mass(kg) = 4 AND Diameter(m) = 3
What was the decay for the sattelite that was 180 kg?,SELECT Decay FROM table WHERE Mass(kg) = 180
What is the nssdc id for Echo 1?,SELECT NSSDC ID FROM table WHERE Satellite = Echo 1
What is the launch date for the sattelite with a nssdc id of 1960-009a?,SELECT Launch date (UTC) FROM table WHERE NSSDC ID = 1960-009A
What is the decay for the sattelite with an id that is 1990-081c?,SELECT Decay FROM table WHERE NSSDC ID = 1990-081C
How many song titles belong to the artist Ratt?,SELECT COUNT Song Title FROM table WHERE Artist = Ratt
What is every original game for the artist Lynyrd Skynyrd?,SELECT Original Game FROM table WHERE Artist = Lynyrd Skynyrd
What is every song title for the rock genre and Guitar Hero as original game and the artist is Queens of the Stone Age?,SELECT Song Title FROM table WHERE Genre = Rock AND Original Game = Guitar Hero AND Artist = Queens of the Stone Age
What is every song title for 2007?,SELECT Song Title FROM table WHERE Year = 2007
What was Lambert's song choice in the top 13?,SELECT Song choice FROM table WHERE Week # = Top 13
What order did Lambert perform in the top 11?,SELECT Order # FROM table WHERE Week # = Top 11
What week was themed disco?,SELECT Week # FROM table WHERE Theme = Disco
What week #(s featured sara bareilles as the original artist?,SELECT Week # FROM table WHERE Original artist = Sara Bareilles
What week # featured first solo as the theme?,SELECT Week # FROM table WHERE Theme = First Solo
How many weeks featured duffy as the original artist?,SELECT COUNT Theme FROM table WHERE Original artist = Duffy
Who was the originally artist when Jasmine Murray was selected?,SELECT Original artist FROM table WHERE Result = Selected
"With theme the Year They Were Born, what is the song of choice?",SELECT Song choice FROM table WHERE Theme = Year They Were Born
"With order number 7 and the theme is Motown, who were the original artists?",SELECT Original artist FROM table WHERE Order # = 7 AND Theme = Motown
"With an original artist names Bette Midler, what is the order number?",SELECT COUNT Order # FROM table WHERE Original artist = Bette Midler
"With original artist of Tina Turner, what is the week number?",SELECT Week # FROM table WHERE Original artist = Tina Turner
Who is the original artist with a theme of N/A?,SELECT Original artist FROM table WHERE Theme = N/A
Name the team for june 16 jeff gordon,SELECT Team FROM table WHERE Date = June 16 AND Driver = Jeff Gordon
Name the driver for 200 laps 1997,SELECT Driver FROM table WHERE Laps = 200 AND Year = 1997
Name the team for ricky rudd,SELECT Team FROM table WHERE Driver = Ricky Rudd
What is the rank when RR2 has 4 points?,SELECT Ranking FROM table WHERE RR2 Pts. = 4
How many points does Swedish America's Cup Challenge have for rr1?,SELECT COUNT RR1 Pts. FROM table WHERE Team name = Swedish America's Cup Challenge
Who was the senior US senator in the state whose governor was D. Patrick?,SELECT Senior U.S. Senator FROM table WHERE Governor = D. Patrick
What's the lower house majority in the state whose Senior senator is J. Shaheen?,SELECT Lower House Majority FROM table WHERE Senior U.S. Senator = J. Shaheen
Who is every name for time(cet) of 09:58?,SELECT Name FROM table WHERE Time (CET) = 09:58
What is every time(cet) for the name of Lillehammer 2?,SELECT Time (CET) FROM table WHERE Name = Lillehammer 2
Who is every name for time(cet) of 09:03?,SELECT Name FROM table WHERE Time (CET) = 09:03
Which days have a stage of ss11?,SELECT Day FROM table WHERE Stage = SS11
What is every time(cet) for a time of 5:04.8?,SELECT Time (CET) FROM table WHERE Time = 5:04.8
How many calibers require the type LB/RN?,SELECT COUNT Caliber FROM table WHERE Type = LB/RN
Type FJ/RN/SC is associated with what class?,SELECT Class FROM table WHERE Type = FJ/RN/SC
What type of glazing will stop a .44 magnum?,SELECT Type FROM table WHERE Caliber = .44 Magnum
What is the fewest shots a glazing can handle?,SELECT MIN Shots FROM table
What range does type FJ/PB/SCP work at?,SELECT Range (m) FROM table WHERE Type = FJ/PB/SCP
Name the drivetrain for 2ur-fse,SELECT Drivetrain FROM table WHERE Engine code = 2UR-FSE
Name the regions for usf45,SELECT Region(s) FROM table WHERE Chassis code = USF45
Name the model number for usf46,SELECT Model no. FROM table WHERE Chassis code = USF46
Name the drivetrain for 1ur-fse for usf41,SELECT Drivetrain FROM table WHERE Engine code = 1UR-FSE AND Chassis code = USF41
"For the area which was 9.1 in October 2010, what is the figure for October 2012?",SELECT October 2012 FROM table WHERE October 2010 = 9.1
Where is the rate 5.7 in October 2010?,SELECT Employment Area FROM table WHERE October 2010 = 5.7
Name the original air date for 9.16 viewers,SELECT Original air date FROM table WHERE U.S. viewers (million) = 9.16
Name the total number of production code for  episode by steve cohen & andrew dettman,SELECT COUNT Production code FROM table WHERE Written by = Steve Cohen & Andrew Dettman
What is the population in millions for 2011 where the HDI for 2011 is 0.453 (low)?,"SELECT Population (millions, 2011) FROM table WHERE HDI (2011) = 0.453 (low)"
What is the population in millions for 2011 where the GDP (nominal) (billions USD) is 4? ,"SELECT Population (millions, 2011) FROM table WHERE GDP (nominal) (billions USD) = 4"
What is the HDI for 2011 in Tunisia? ,SELECT HDI (2011) FROM table WHERE Country = Tunisia
What is the area (km2) where the population in millions for 2011 is 37.1? ,"SELECT Area (km²) FROM table WHERE Population (millions, 2011) = 37.1"
"What is the GDP (PPP) (USD, per capita) for Algeria? ","SELECT MIN GDP (PPP) (USD, per capita) FROM table WHERE Country = Algeria"
What is the GDP (nominal) (billions USD) where the population in millions for 2011 is 3.4? ,"SELECT GDP (nominal) (billions USD) FROM table WHERE Population (millions, 2011) = 3.4"
Name the number of cab size for 4 medium tanker,SELECT COUNT Cab size FROM table WHERE Category = 4 Medium tanker
Name the category for cab size crew and super tanker,SELECT Category FROM table WHERE Cab size = Crew AND Sub-category = Super tanker
Name the capacity for single cab size 2 medium tanker,SELECT Capacity (litres) FROM table WHERE Cab size = Single AND Category = 2 Medium tanker
What school is in Brechin?,SELECT External link FROM table WHERE Location = Brechin
How many kids go to Brechin High School?,SELECT MAX Roll FROM table WHERE School = Brechin High School
What year did Negro American League join?,SELECT MIN Began in St. Louis FROM table WHERE League = Negro American League
What year did the team who played at the Scottrade Center leave the city?,SELECT MIN Left St. Louis FROM table WHERE Venue = Scottrade Center
How may championships were won by the team that started in 1950?,SELECT Championships in St. Louis FROM table WHERE Began in St. Louis = 1950
How many championships were won for arena football?,SELECT Championships in St. Louis FROM table WHERE Sport = Arena Football
When samai amari is the asian rider classification how many asian team classifications are there?,SELECT COUNT Asian team classification FROM table WHERE Asian rider classification = Samai Amari
When 4 is the stage who is the general classification?,SELECT General classification FROM table WHERE Stage = 4
What is the number in season for the episode written by Chris Mitchell and Erik Wiese?,SELECT No. in season FROM table WHERE Written by = Chris Mitchell and Erik Wiese
What is the title for episode number in series of 28?,SELECT Title FROM table WHERE No. in series = 28
"Who directed the episode titled ""Jack and the Zombies""?","SELECT Directed by FROM table WHERE Title = ""Jack and the Zombies"""
How many titles were written by Don Shank and Genndy Tartakovsky?,SELECT COUNT Title FROM table WHERE Written by = Don Shank and Genndy Tartakovsky
"When 3rd, sedgemoor division 1 is the ladies 1st xi what is the mens 3rd xi?","SELECT Mens 3rd XI FROM table WHERE Ladies 1st XI = 3rd, Sedgemoor Division 1"
"When 10th, south west district 1 is the mens 2nd xi what is the ladies 1st xi?","SELECT Ladies 1st XI FROM table WHERE Mens 2nd XI = 10th, South West District 1"
"When 5th, south western district 2 is the mens 2nd xi what is the season?","SELECT Season FROM table WHERE Mens 2nd XI = 5th, South Western District 2"
